Agent ID,Agent Name,Agent Type,taxonomy ID,txonomy level,Lineage,Agent properties,HAMAP,Viralzone,GOLD
Rotavirus Simian rotavirus A SA11,Rotavirus Simian rotavirus A SA11,Virus,10923,0,"[<a href=""/agents/439""> Rotavirus</a>, <a href=""/agents/558""> Simian rotavirus A</a>, <a href=""/agents/441""> SA11</a>]","[<p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/38"">Nonenveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/39"">Icosahedral</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>, <p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/47"">III - dsRNA viruses</a> </p>]","
            -
		    ",,"[<p> <a href=""https://gold.jgi.doe.gov/organisms?id=76394"" target=""_new"">76394</a></p>]"
Rotavirus Unclassified Rotavirus A RRV,Rotavirus Unclassified Rotavirus A RRV,Virus,10969,0,"[<a href=""/agents/439""> Rotavirus</a>, <a href=""/agents/567""> Unclassified Rotavirus A</a>, <a href=""/agents/560""> RRV</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/47"">III - dsRNA viruses</a> </p>]","
            -
		    ",,
Saccharomyces cerevisiae ATCC 18824,Saccharomyces cerevisiae ATCC 18824,Fungus,4932,0,"[<a href=""/agents/443""> Saccharomyces</a>, <a href=""/agents/444""> cerevisiae</a>, <a href=""/agents/445""> ATCC 18824</a>]",,"
            YEASX
		    ",,"[<p> <a href=""https://gold.jgi.doe.gov/organisms?id=2510"" target=""_new"">2510</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=2511"" target=""_new"">2511</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=2512"" target=""_new"">2512</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=2513"" target=""_new"">2513</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=2514"" target=""_new"">2514</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=2515"" target=""_new"">2515</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=2516"" target=""_new"">2516</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=2517"" target=""_new"">2517</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=2518"" target=""_new"">2518</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=2519"" target=""_new"">2519</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=2521"" target=""_new"">2521</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=2522"" target=""_new"">2522</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=2525"" target=""_new"">2525</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=2526"" target=""_new"">2526</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=2527"" target=""_new"">2527</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=2528"" target=""_new"">2528</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=2529"" target=""_new"">2529</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=2532"" target=""_new"">2532</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=2533"" target=""_new"">2533</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=2534"" target=""_new"">2534</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=2535"" target=""_new"">2535</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=2539"" target=""_new"">2539</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=2540"" target=""_new"">2540</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=2541"" target=""_new"">2541</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=2542"" target=""_new"">2542</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=2687"" target=""_new"">2687</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=4142"" target=""_new"">4142</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=4144"" target=""_new"">4144</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=4145"" target=""_new"">4145</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=4146"" target=""_new"">4146</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=4168"" target=""_new"">4168</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=4202"" target=""_new"">4202</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=4227"" target=""_new"">4227</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=4228"" target=""_new"">4228</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=4230"" target=""_new"">4230</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=4237"" target=""_new"">4237</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=4239"" target=""_new"">4239</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=6743"" target=""_new"">6743</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=6744"" target=""_new"">6744</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=6745"" target=""_new"">6745</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=18481"" target=""_new"">18481</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=19318"" target=""_new"">19318</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=19421"" target=""_new"">19421</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=34234"" target=""_new"">34234</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=34253"" target=""_new"">34253</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=47110"" target=""_new"">47110</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=76101"" target=""_new"">76101</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=93757"" target=""_new"">93757</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=94415"" target=""_new"">94415</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=101056"" target=""_new"">101056</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=107484"" target=""_new"">107484</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=109103"" target=""_new"">109103</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=109107"" target=""_new"">109107</a></p>]"
Saccharomyces cerevisiae HFH 21,Saccharomyces cerevisiae HFH 21,Fungus,4932,1,"[<a href=""/agents/443""> Saccharomyces</a>, <a href=""/agents/444""> cerevisiae</a>, <a href=""/agents/446""> HFH 21</a>]",,"
            YEASX
		    ",,
Salmonella sp.,Salmonella sp.,Bacterium,599,0,"[<a href=""/agents/447""> Salmonella</a>, <a href=""/agents/448""> sp.</a>]",,"
            SALSP
		    ",,
Salmonella sp. N/S,Salmonella sp. N/S,Bacterium,599,1,"[<a href=""/agents/447""> Salmonella</a>, <a href=""/agents/448""> sp.</a>, <a href=""/agents/449""> N/S</a>]",,"
            -
		    ",,
Salmonella typhimurium N/S,Salmonella typhimurium N/S,Bacterium,90371,1,"[<a href=""/agents/447""> Salmonella</a>, <a href=""/agents/450""> typhimurium</a>, <a href=""/agents/451""> N/S</a>]",,"
            -
		    ",,
Salmonella typhimurium N/S,Salmonella typhimurium N/S,Bacterium,90371,1,"[<a href=""/agents/447""> Salmonella</a>, <a href=""/agents/450""> typhimurium</a>, <a href=""/agents/452""> N/S</a>]",,"
            -
		    ",,
Salmonella typhimurium N/S Heat-labile enterotoxin,Salmonella typhimurium N/S Heat-labile enterotoxin,Toxin,90371,2,"[<a href=""/agents/447""> Salmonella</a>, <a href=""/agents/450""> typhimurium</a>, <a href=""/agents/453""> N/S</a>, <a href=""/agents/454""> Heat-labile enterotoxin</a>]",,"
            -
		    ",,
Serratia marcescens N/S,Serratia marcescens N/S,Bacterium,615,1,"[<a href=""/agents/458""> Serratia</a>, <a href=""/agents/459""> marcescens</a>, <a href=""/agents/460""> N/S</a>]",,"
            -
		    ",,
Shiga toxin,Shiga toxin,Toxin,,0,"[<a href=""/agents/461""> Shiga toxin</a>]",,"
            -
		    ",,
Shiga-like toxin type 1,Shiga-like toxin type 1,Toxin,,0,"[<a href=""/agents/462""> Shiga-like toxin type 1</a>]",,"
            -
		    ",,
Shigella dysenteriae N/S Shiga toxin,Shigella dysenteriae N/S Shiga toxin,Toxin,622,2,"[<a href=""/agents/464""> Shigella</a>, <a href=""/agents/465""> dysenteriae</a>, <a href=""/agents/466""> N/S</a>, <a href=""/agents/467""> Shiga toxin</a>]",,"
            -
		    ",,
Shigella flexneri N/S,Shigella flexneri N/S,Bacterium,623,1,"[<a href=""/agents/464""> Shigella</a>, <a href=""/agents/468""> flexneri</a>, <a href=""/agents/469""> N/S</a>]",,"
            -
		    ",,
Shigella toxin,Shigella toxin,Toxin,,0,"[<a href=""/agents/463""> Shigella toxin</a>]",,"
            -
		    ",,
Sporothrix schenckii CDC B4668,Sporothrix schenckii CDC B4668,Fungus,29908,1,"[<a href=""/agents/470""> Sporothrix</a>, <a href=""/agents/471""> schenckii</a>, <a href=""/agents/472""> CDC B4668</a>]","[<p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/43"">Thermally dimorphic</a> </p>]","
            -
		    ",,
Sporothrix schenckii IMT58,Sporothrix schenckii IMT58,Fungus,29908,1,"[<a href=""/agents/470""> Sporothrix</a>, <a href=""/agents/471""> schenckii</a>, <a href=""/agents/473""> IMT58</a>]","[<p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/43"">Thermally dimorphic</a> </p>]","
            SPOSC
		    ",,
Staphylococcal enterotoxin-B,Staphylococcal enterotoxin-B,Toxin,,0,"[<a href=""/agents/474""> Staphylococcal enterotoxin-B</a>]",,"
            -
		    ",,
Staphylococcus aureus 8095,Staphylococcus aureus 8095,Bacterium,1280,1,"[<a href=""/agents/475""> Staphylococcus</a>, <a href=""/agents/476""> aureus</a>, <a href=""/agents/478""> 8095</a>]",,"
            STAAU
		    ",,
Staphylococcus aureus ATCC 12600,Staphylococcus aureus ATCC 12600,Bacterium,1280,0,"[<a href=""/agents/475""> Staphylococcus</a>, <a href=""/agents/476""> aureus</a>, <a href=""/agents/477""> ATCC 12600</a>]",,"
            STAAU
		    ",,"[<p> <a href=""https://gold.jgi.doe.gov/organisms?id=11"" target=""_new"">11</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=79"" target=""_new"">79</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=108"" target=""_new"">108</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=118"" target=""_new"">118</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=233"" target=""_new"">233</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=698"" target=""_new"">698</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=716"" target=""_new"">716</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=732"" target=""_new"">732</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=733"" target=""_new"">733</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=741"" target=""_new"">741</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=855"" target=""_new"">855</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=1454"" target=""_new"">1454</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=2025"" target=""_new"">2025</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=2026"" target=""_new"">2026</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=2028"" target=""_new"">2028</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=2029"" target=""_new"">2029</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=4068"" target=""_new"">4068</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=4075"" target=""_new"">4075</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=5702"" target=""_new"">5702</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=6088"" target=""_new"">6088</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=6156"" target=""_new"">6156</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=6157"" target=""_new"">6157</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=6190"" target=""_new"">6190</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=6191"" target=""_new"">6191</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=6192"" target=""_new"">6192</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=6912"" target=""_new"">6912</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=6914"" target=""_new"">6914</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=6915"" target=""_new"">6915</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=6984"" target=""_new"">6984</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=7374"" target=""_new"">7374</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=7375"" target=""_new"">7375</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=23437"" target=""_new"">23437</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=23438"" target=""_new"">23438</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=23439"" target=""_new"">23439</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=37024"" target=""_new"">37024</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=40009"" target=""_new"">40009</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=89989"" target=""_new"">89989</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=89991"" target=""_new"">89991</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=90015"" target=""_new"">90015</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=91261"" target=""_new"">91261</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=93262"" target=""_new"">93262</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=93769"" target=""_new"">93769</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=93770"" target=""_new"">93770</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=93771"" target=""_new"">93771</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=94410"" target=""_new"">94410</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=94411"" target=""_new"">94411</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=94960"" target=""_new"">94960</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=94961"" target=""_new"">94961</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=94962"" target=""_new"">94962</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=94963"" target=""_new"">94963</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=94964"" target=""_new"">94964</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=98633"" target=""_new"">98633</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=101091"" target=""_new"">101091</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=102023"" target=""_new"">102023</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=102024"" target=""_new"">102024</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=102039"" target=""_new"">102039</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=102083"" target=""_new"">102083</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=102092"" target=""_new"">102092</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=102093"" target=""_new"">102093</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=102094"" target=""_new"">102094</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=102095"" target=""_new"">102095</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=102096"" target=""_new"">102096</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=102097"" target=""_new"">102097</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=102100"" target=""_new"">102100</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=103441"" target=""_new"">103441</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=103442"" target=""_new"">103442</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=103443"" target=""_new"">103443</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=106443"" target=""_new"">106443</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=106449"" target=""_new"">106449</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=107533"" target=""_new"">107533</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=109008"" target=""_new"">109008</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=109051"" target=""_new"">109051</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=109052"" target=""_new"">109052</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=109299"" target=""_new"">109299</a></p>]"
Staphylococcus aureus N/S,Staphylococcus aureus N/S,Bacterium,1280,1,"[<a href=""/agents/475""> Staphylococcus</a>, <a href=""/agents/476""> aureus</a>, <a href=""/agents/479""> N/S</a>]",,"
            -
		    ",,
Staphylococcus saprophyticus N/S,Staphylococcus saprophyticus N/S,Bacterium,29385,1,"[<a href=""/agents/475""> Staphylococcus</a>, <a href=""/agents/480""> saprophyticus</a>, <a href=""/agents/481""> N/S</a>]",,"
            -
		    ",,
Stenotrophomonas maltophilia ATCC 13637,Stenotrophomonas maltophilia ATCC 13637,Bacterium,40324,0,"[<a href=""/agents/482""> Stenotrophomonas</a>, <a href=""/agents/483""> maltophilia</a>, <a href=""/agents/484""> ATCC 13637</a>]",,"
            STEMA
		    ",,"[<p> <a href=""https://gold.jgi.doe.gov/organisms?id=5554"" target=""_new"">5554</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=29654"" target=""_new"">29654</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=29655"" target=""_new"">29655</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=93230"" target=""_new"">93230</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=97360"" target=""_new"">97360</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=98927"" target=""_new"">98927</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=106908"" target=""_new"">106908</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=107534"" target=""_new"">107534</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=107535"" target=""_new"">107535</a></p>]"
Streptococcus gordonii Challis,Streptococcus gordonii Challis,Bacterium,29390,0,"[<a href=""/agents/485""> Streptococcus</a>, <a href=""/agents/486""> gordonii</a>, <a href=""/agents/487""> Challis</a>]",,"
STRGC
",,
Streptococcus gordonii DL1,Streptococcus gordonii DL1,Bacterium,1302,1,"[<a href=""/agents/485""> Streptococcus</a>, <a href=""/agents/486""> gordonii</a>, <a href=""/agents/488""> DL1</a>]",,"
            STRGN
		    ",,
Streptococcus gordonii M99,Streptococcus gordonii M99,Bacterium,1302,1,"[<a href=""/agents/485""> Streptococcus</a>, <a href=""/agents/486""> gordonii</a>, <a href=""/agents/489""> M99</a>]",,"
            STRGN
		    ",,
Streptococcus gordonii N/S,Streptococcus gordonii N/S,Bacterium,1302,1,"[<a href=""/agents/485""> Streptococcus</a>, <a href=""/agents/486""> gordonii</a>, <a href=""/agents/490""> N/S</a>]",,"
            -
		    ",,
Streptococcus mitis N/S,Streptococcus mitis N/S,Bacterium,28037,1,"[<a href=""/agents/485""> Streptococcus</a>, <a href=""/agents/491""> mitis</a>, <a href=""/agents/493""> N/S</a>]",,"
            -
		    ",,
